id,displyname,date,pagecount,consultant,authortype,authorDescription,stretergy,notes
861401,New Hampshire (NHRS),2024-02-13T19:00:00,12,Callan,Consultant,Callan (Consultant),Private Equity,"Annual Alternatives Portfolio Review -- Callan's Pacing Model Assumptions (pg 3): ""Two scenarios were modelled: one using the plan’s current strategic asset allocation and one using a new proposed asset allocation where the private credit allocation would increase from 5% to 10% of total fund assets"" -- Pacing Summaries (starting pg 4) -- Current Asset Allocation (private credit target of 5%) on pg 4 -- ""Assuming a Total Alternatives allocation of 15%, Callan recommends making $400 million in commitments to Alternatives in 2024, with $200 million to private equity and $200 million to private credit"" -- Alternate Asset Allocation (private credit target of 10%) on pg 6 -- ""With an increased private credit allocation, Callan would recommend making $600 million in commitments to Alternatives in 2024, with $200 million to private equity and $400 million to private credit."" -- Private Equity Commitment Pacing (pg 8-9) -- 2024-2027: $200m, 2028-2029: $250m, 2030-2033: $275m -- Private Equity Partnership and General Partner Count over Ten Years (pg 9) -- ""Assumes 4-5 commitments per year at $50 million per commitment"", ""Number of partnerships grow to 84 over the ten-year period and number of General Partners increase to 38"" -- Private Credit Commitment Pacing (Target of 5%) (pg 10) -- ""In order to balance the decline, Callan recommends targeting $200-250 million in commitments from 2024 through 2032 to private credit"" -- Private Credit Commitment Pacing (Target of 10%) (pg 11) -- ""Callan recommends targeting $400-500 million in commitments from 2024 through 2032 to private credit to achieve the 10% target."" -- Private Credit Partnership and General Partner Count over Ten Years into the Future (pg 12) -- 5% Allocation: ""Assumes three to four commitments per year at $75 million per commitment"", ""Number of partnerships grow to 44 over the ten year period and number of GPs is expected to increase to 19"" -- 10% Allocation: ""Assumes four to five commitments per year at $100 million per commitment"", ""Number of partnerships grow to 56 over the ten year period and number of GPs is expected to increase to 27"" -- logged as overall strategic plan and asset allocation for private equity and debt"
861400,New Hampshire (NHRS),2024-02-13T19:00:00,12,Callan,Consultant,Callan (Consultant),Private Debt,"Annual Alternatives Portfolio Review -- Callan's Pacing Model Assumptions (pg 3): ""Two scenarios were modelled: one using the plan’s current strategic asset allocation and one using a new proposed asset allocation where the private credit allocation would increase from 5% to 10% of total fund assets"" -- Pacing Summaries (starting pg 4) -- Current Asset Allocation (private credit target of 5%) on pg 4 -- ""Assuming a Total Alternatives allocation of 15%, Callan recommends making $400 million in commitments to Alternatives in 2024, with $200 million to private equity and $200 million to private credit"" -- Alternate Asset Allocation (private credit target of 10%) on pg 6 -- ""With an increased private credit allocation, Callan would recommend making $600 million in commitments to Alternatives in 2024, with $200 million to private equity and $400 million to private credit."" -- Private Equity Commitment Pacing (pg 8-9) -- 2024-2027: $200m, 2028-2029: $250m, 2030-2033: $275m -- Private Equity Partnership and General Partner Count over Ten Years (pg 9) -- ""Assumes 4-5 commitments per year at $50 million per commitment"", ""Number of partnerships grow to 84 over the ten-year period and number of General Partners increase to 38"" -- Private Credit Commitment Pacing (Target of 5%) (pg 10) -- ""In order to balance the decline, Callan recommends targeting $200-250 million in commitments from 2024 through 2032 to private credit"" -- Private Credit Commitment Pacing (Target of 10%) (pg 11) -- ""Callan recommends targeting $400-500 million in commitments from 2024 through 2032 to private credit to achieve the 10% target."" -- Private Credit Partnership and General Partner Count over Ten Years into the Future (pg 12) -- 5% Allocation: ""Assumes three to four commitments per year at $75 million per commitment"", ""Number of partnerships grow to 44 over the ten year period and number of GPs is expected to increase to 19"" -- 10% Allocation: ""Assumes four to five commitments per year at $100 million per commitment"", ""Number of partnerships grow to 56 over the ten year period and number of GPs is expected to increase to 27"" -- logged as overall strategic plan and asset allocation for private equity and debt"
861399,New Hampshire (NHRS),2024-02-13T19:00:00,12,Callan,Consultant,Callan (Consultant),Multiple Asset Classes,"Annual Alternatives Portfolio Review -- Callan's Pacing Model Assumptions (pg 3): ""Two scenarios were modelled: one using the plan’s current strategic asset allocation and one using a new proposed asset allocation where the private credit allocation would increase from 5% to 10% of total fund assets"" -- Pacing Summaries (starting pg 4) -- Current Asset Allocation (private credit target of 5%) on pg 4 -- ""Assuming a Total Alternatives allocation of 15%, Callan recommends making $400 million in commitments to Alternatives in 2024, with $200 million to private equity and $200 million to private credit"" -- Alternate Asset Allocation (private credit target of 10%) on pg 6 -- ""With an increased private credit allocation, Callan would recommend making $600 million in commitments to Alternatives in 2024, with $200 million to private equity and $400 million to private credit."" -- Private Equity Commitment Pacing (pg 8-9) -- 2024-2027: $200m, 2028-2029: $250m, 2030-2033: $275m -- Private Equity Partnership and General Partner Count over Ten Years (pg 9) -- ""Assumes 4-5 commitments per year at $50 million per commitment"", ""Number of partnerships grow to 84 over the ten-year period and number of General Partners increase to 38"" -- Private Credit Commitment Pacing (Target of 5%) (pg 10) -- ""In order to balance the decline, Callan recommends targeting $200-250 million in commitments from 2024 through 2032 to private credit"" -- Private Credit Commitment Pacing (Target of 10%) (pg 11) -- ""Callan recommends targeting $400-500 million in commitments from 2024 through 2032 to private credit to achieve the 10% target."" -- Private Credit Partnership and General Partner Count over Ten Years into the Future (pg 12) -- 5% Allocation: ""Assumes three to four commitments per year at $75 million per commitment"", ""Number of partnerships grow to 44 over the ten year period and number of GPs is expected to increase to 19"" -- 10% Allocation: ""Assumes four to five commitments per year at $100 million per commitment"", ""Number of partnerships grow to 56 over the ten year period and number of GPs is expected to increase to 27"" -- logged as overall strategic plan and asset allocation for private equity and debt"
861387,New Hampshire (NHRS),2024-02-13T19:00:00,5,,Institutional Investor,New Hampshire (NHRS) (Institutional Investor),Multiple Asset Classes,NHRS Asset Allocation Update
861386,New Hampshire (NHRS),2024-02-13T19:00:00,3,,Institutional Investor,New Hampshire (NHRS) (Institutional Investor),Multiple Asset Classes,Six-Month Investment Work Plan
861384,New Hampshire (NHRS),2024-02-13T19:00:00,1,,Institutional Investor,New Hampshire (NHRS) (Institutional Investor),Multiple Asset Classes,Work Plan / Recap of January Investment Committee Meeting
861376,New Hampshire (NHRS),2024-02-13T19:00:00,11,Callan,Consultant,Callan (Consultant),Multiple Asset Classes,"Investment Measurement Service Monthly Review - as of December 31, 2023 "
861375,New Hampshire (NHRS),2024-02-13T19:00:00,3,Callan,Consultant/Institutional Investor,Callan (Consultant)/New Hampshire (NHRS) (Institutional Investor),Multiple Asset Classes,"Class Targets vs. Actual Allocation as of December 31, 2023 (Preliminary)"
861374,New Hampshire (NHRS),2024-02-13T19:00:00,34,Callan,Consultant,Callan (Consultant),Private Equity: North America Buyout Middle Market Business Services,"Executive Summary (pg 4): ""Callan recommends a commitment of $50 million to H.I.G. Advantage Fund II (""Fund II"" or the ""Fund"") and $50 million to H.I.G. Capital Co-Investment SMA (the ""SMA"") a customized Separate Management Account that will primarily co-invest alongside H.I.G. Advantage Fund II."" -- Summary of Key Findings (starting pg 5) -- slightly redacted -- Environmental, Social & Governance (ESG) and Diversity, Equity & Inclusion (DEI) (pg 21-22) -- Summary of Key Terms (pg 26-28) -- includes management fee -- logged as investment recommendation, evaluation of prospect and fee disclosure  for both funds "
861366,New Hampshire (NHRS),2024-02-13T19:00:00,34,Callan,Consultant,Callan (Consultant),Private Equity: North America Buyout Middle Market Business Services,"Executive Summary (pg 4): ""Callan recommends a commitment of $50 million to H.I.G. Advantage Fund II (""Fund II"" or the ""Fund"") and $50 million to H.I.G. Capital Co-Investment SMA (the ""SMA"") a customized Separate Management Account that will primarily co-invest alongside H.I.G. Advantage Fund II."" -- Summary of Key Findings (starting pg 5) -- slightly redacted -- Environmental, Social & Governance (ESG) and Diversity, Equity & Inclusion (DEI) (pg 21-22) -- Summary of Key Terms (pg 26-28) -- includes management fee -- logged as investment recommendation, evaluation of prospect and fee disclosure  for both funds "
861365,New Hampshire (NHRS),2024-02-13T19:00:00,34,Callan,Consultant,Callan (Consultant),Private Equity: Buyout,"Executive Summary (pg 4): ""Callan recommends a commitment of $50 million to H.I.G. Advantage Fund II (""Fund II"" or the ""Fund"") and $50 million to H.I.G. Capital Co-Investment SMA (the ""SMA"") a customized Separate Management Account that will primarily co-invest alongside H.I.G. Advantage Fund II."" -- Summary of Key Findings (starting pg 5) -- slightly redacted -- Environmental, Social & Governance (ESG) and Diversity, Equity & Inclusion (DEI) (pg 21-22) -- Summary of Key Terms (pg 26-28) -- includes management fee -- logged as investment recommendation, evaluation of prospect and fee disclosure  for both funds "
861364,New Hampshire (NHRS),2024-02-13T19:00:00,34,Callan,Consultant,Callan (Consultant),Private Equity: North America Buyout Middle Market Business Services,"Executive Summary (pg 4): ""Callan recommends a commitment of $50 million to H.I.G. Advantage Fund II (""Fund II"" or the ""Fund"") and $50 million to H.I.G. Capital Co-Investment SMA (the ""SMA"") a customized Separate Management Account that will primarily co-invest alongside H.I.G. Advantage Fund II."" -- Summary of Key Findings (starting pg 5) -- slightly redacted -- Environmental, Social & Governance (ESG) and Diversity, Equity & Inclusion (DEI) (pg 21-22) -- Summary of Key Terms (pg 26-28) -- includes management fee -- logged as investment recommendation, evaluation of prospect and fee disclosure  for both funds "
861352,New Hampshire (NHRS),2024-02-13T19:00:00,7,,Manager,H.I.G. Capital (Manager),Private Equity: Buyout,"Recommendation: ""Staff recommends the Independent Investment Committee (IIC) approve a commitment up to $100 million to the H.I.G. Advantage Buyout Fund II (Fund II) and H.I.G. Capital Co-Investment Separately Managed Account (SMA). NHRS will allocate $50 million to Fund II and $50 million to an SMA to co-invest alongside Fund II"" (pg 1) "
861351,New Hampshire (NHRS),2024-02-13T19:00:00,7,,Manager,H.I.G. Capital (Manager),Private Equity: North America Buyout Middle Market Business Services,"Recommendation: ""Staff recommends the Independent Investment Committee (IIC) approve a commitment up to $100 million to the H.I.G. Advantage Buyout Fund II (Fund II) and H.I.G. Capital Co-Investment Separately Managed Account (SMA). NHRS will allocate $50 million to Fund II and $50 million to an SMA to co-invest alongside Fund II"" (pg 1) "
861350,New Hampshire (NHRS),2024-02-13T19:00:00,60,,Manager,H.I.G. Capital (Manager),Private Equity: North America Buyout Middle Market Business Services,
861349,New Hampshire (NHRS),2024-02-13T19:00:00,16,Abel Noser,Consultant,Abel Noser (Consultant),Multiple Asset Classes,Transaction Cost Analysis Public Equity (Covering the first to fourth quarter 2023)
859599,Dallas ERF,2024-02-13T19:00:00,43,Wilshire ,Consultant,Wilshire  (Consultant),Multiple Asset Classes,Executive Summary - 4Q 2023
859598,Dallas ERF,2024-02-13T19:00:00,90,Wilshire ,Consultant,Wilshire  (Consultant),Multiple Asset Classes,Manager Performance Review - 4Q 2023
859597,Dallas ERF,2024-02-13T19:00:00,40,Wilshire ,Consultant,Wilshire  (Consultant),Multiple Asset Classes,"Quarterly Market Review - as of December 31, 2023 "
858290,CalSavers Retirement Savings Program,2024-02-13T19:00:00,40,Meketa Investment Group,Consultant,Meketa Investment Group (Consultant),Multiple Asset Classes,"Performance Update - as of December 31, 2023 "
862386,New Hampshire (NHRS),2024-02-13T17:00:00,3,,Institutional Investor,New Hampshire (NHRS) (Institutional Investor),Multiple Asset Classes,Investment Committee Meeting Minutes
859109,Los Angeles City ERS,2024-02-13T17:00:00,21,Aksia,Consultant,Aksia (Consultant),Multiple Asset Classes,"Private Credit Program 2024 Strategic Plan -- Current and Target Portfolio Construction (pgs 12-13) -- Pacing Analysis Summary (pg 14): "" Aksia recommends LACERS commit approximately $500 million to $700 million for 2024, with an expected target of $600 million; Aksia believes it is reasonable to consider a five-year aggregate total commitment target of $3.0 billion as a base case scenario to achieve and maintain the target allocation of 5.75%"" -- 2024 Recommendations & Considerations (pg 18): ""Focus on direct lending to take advantage of higher base rates; Increase upper middle market exposure to take advantage of enhanced risk adjusted returns;  Evaluate distressed and opportunistic credit in dislocated markets; Deploy at least 10% of commitments to emerging managers and niche strategies; Diversify portfolio overall by size, strategy, geography in line with target exposures; Target $600m in commitments for 2024 with an approximate commitment range of $500m to $700m"" -- logged as program review and strategic plan for Private Debt"
859028,Los Angeles City ERS,2024-02-13T17:00:00,34,NEPC,Consultant,NEPC (Consultant),Multiple Asset Classes,"Asset Allocation -- Portfolio Positioning Views (pg 25): ""Look to reduce S&P 500 and U.S. mega-cap exposure in favor of U.S. value positions and high yield credit; We suggest tilting equity implementation to global equity strategies and  encourage greater usage of active equity approaches; With the normalization of real interest rates, we support the continued U.S. TIPS  exposure to strategic policy targets; We remain comfortable holding greater levels of cash and holding appropriate safe-haven fixed income exposure"" -- logged as asset allocation and research"
859027,Los Angeles City ERS,2024-02-13T17:00:00,34,NEPC,Consultant,NEPC (Consultant),Multiple Asset Classes,"Asset Allocation -- Portfolio Positioning Views (pg 25): ""Look to reduce S&P 500 and U.S. mega-cap exposure in favor of U.S. value positions and high yield credit; We suggest tilting equity implementation to global equity strategies and  encourage greater usage of active equity approaches; With the normalization of real interest rates, we support the continued U.S. TIPS  exposure to strategic policy targets; We remain comfortable holding greater levels of cash and holding appropriate safe-haven fixed income exposure"" -- logged as asset allocation and research"
859025,Los Angeles City ERS,2024-02-13T17:00:00,8,,Institutional Investor,Los Angeles City ERS (Institutional Investor),Fixed Income: United States Aggregate Core/All Durations,"Investment Management Contract with J.P. Morgan Investment Management Inc. Regarding the Management of an Active Core Fixed Income Portfolio and Possible Committee Action -- Recommendation (pg 1): ""That the Committee recommend to the Board a three-year contract renewal with J.P. Morgan  Investment Management Inc. for management of an active core fixed income portfolio"""
859024,Los Angeles City ERS,2024-02-13T17:00:00,8,,Institutional Investor,Los Angeles City ERS (Institutional Investor),Fixed Income: United States Aggregate Core/All Durations,"Investment Management Contract with Robert W. Baird & Co., Inc. Regarding the Management of an Active Core Fixed Income Portfolio and Possible Committee Action -- Staff Memo (pgs 1-3) -- Recommendation (pg 1): ""That the Committee recommend to the Board a three-year contract renewal with Robert W. Baird &  Co., Inc. for management of an active Core Fixed Income portfolio"" -- NEPC Memo (pgs 4-8)"
859023,Los Angeles City ERS,2024-02-13T17:00:00,3,State Street Bank & Trust Company,Institutional Investor,Los Angeles City ERS (Institutional Investor),Multiple Asset Classes,"SEARCH UPDATE -- Semi-Finalists of the Master Trust/Custodian Services and Securities Lending Search -- Executive Summary (pg 1): ""That the Committee concur with staff’s recommendation to advance The Northern Trust Company and State Street Corporation as semi-finalists for the Master Trust/Custodial Services and Securities Lending Request  for Proposal search process"" -- logged as investment recommendation for both"
859022,Los Angeles City ERS,2024-02-13T17:00:00,3,Northern Trust Company,Institutional Investor,Los Angeles City ERS (Institutional Investor),Multiple Asset Classes,"SEARCH UPDATE -- Semi-Finalists of the Master Trust/Custodian Services and Securities Lending Search -- Executive Summary (pg 1): ""That the Committee concur with staff’s recommendation to advance The Northern Trust Company and State Street Corporation as semi-finalists for the Master Trust/Custodial Services and Securities Lending Request  for Proposal search process"" -- logged as investment recommendation for both"
859020,Los Angeles City ERS,2024-02-13T17:00:00,21,Aksia,Consultant,Aksia (Consultant),Private Debt,"Private Credit Program 2024 Strategic Plan -- Current and Target Portfolio Construction (pgs 12-13) -- Pacing Analysis Summary (pg 14): "" Aksia recommends LACERS commit approximately $500 million to $700 million for 2024, with an expected target of $600 million; Aksia believes it is reasonable to consider a five-year aggregate total commitment target of $3.0 billion as a base case scenario to achieve and maintain the target allocation of 5.75%"" -- 2024 Recommendations & Considerations (pg 18): ""Focus on direct lending to take advantage of higher base rates; Increase upper middle market exposure to take advantage of enhanced risk adjusted returns;  Evaluate distressed and opportunistic credit in dislocated markets; Deploy at least 10% of commitments to emerging managers and niche strategies; Diversify portfolio overall by size, strategy, geography in line with target exposures; Target $600m in commitments for 2024 with an approximate commitment range of $500m to $700m"" -- logged as program review and strategic plan for Private Debt"
859019,Los Angeles City ERS,2024-02-13T17:00:00,21,Aksia,Consultant,Aksia (Consultant),Private Debt,"Private Credit Program 2024 Strategic Plan -- Current and Target Portfolio Construction (pgs 12-13) -- Pacing Analysis Summary (pg 14): "" Aksia recommends LACERS commit approximately $500 million to $700 million for 2024, with an expected target of $600 million; Aksia believes it is reasonable to consider a five-year aggregate total commitment target of $3.0 billion as a base case scenario to achieve and maintain the target allocation of 5.75%"" -- 2024 Recommendations & Considerations (pg 18): ""Focus on direct lending to take advantage of higher base rates; Increase upper middle market exposure to take advantage of enhanced risk adjusted returns;  Evaluate distressed and opportunistic credit in dislocated markets; Deploy at least 10% of commitments to emerging managers and niche strategies; Diversify portfolio overall by size, strategy, geography in line with target exposures; Target $600m in commitments for 2024 with an approximate commitment range of $500m to $700m"" -- logged as program review and strategic plan for Private Debt"
690607,New Hampshire (NHRS),2024-02-13T17:00:00,455,,Institutional Investor,New Hampshire (NHRS) (Institutional Investor),Multiple Asset Classes,Consolidated Investment Committee Meeting Minutes
442609,Alaska Permanent,2024-02-13T17:00:00,70,,Institutional Investor,Alaska Permanent (Institutional Investor),Multiple Asset Classes,Board of Trustees Minutes
441270,Minnesota State Board,2024-02-13T17:00:00,112,,Institutional Investor,Minnesota State Board (Institutional Investor),Multiple Asset Classes,Consolidated Investment Advisory Council Meeting Minutes
860756,Waterbury Retirement System,2024-02-12T17:00:00,20,,Institutional Investor,Waterbury Retirement System (Institutional Investor),Multiple Asset Classes,
859915,Alaska Retirement,2024-02-12T17:00:00,125,,Institutional Investor,Alaska Retirement (Institutional Investor),Real Assets,"SEARCH / RFP -- Real Assets Consultant Services -- ""ARMB is soliciting proposals for real assets consulting services that include strategic consulting, sourcing and due  diligence, and monitoring and performance measurement."" (pg 4) -- RFP Schedule (pg 7) -- ""Proposals must be received no later than 4:00 PM prevailing Alaska Time on MARCH 13, 2024."" (pg 4) -- For more information visit http://notice.alaska.gov/214222"
859913,Alaska Retirement,2024-02-12T17:00:00,76,,Institutional Investor,Alaska Retirement (Institutional Investor),Multiple Asset Classes,"SEARCH / RFP -- General Consultant Services -- ""ARMB is soliciting proposals for investment consulting services that include: the calculation of the investment  returns for certain retirement and endowment funds (performance measurement), the comparison of these  returns against similar funds, portfolios, or indices; asset allocation modeling; investment manager evaluation  and selection; and, analysis of investment management style, investment policies, and objectives."" (pg 4) -- RFP Schedule (pg 7) -- ""Proposals must be received no later than 4:00 PM prevailing Alaska Time on MARCH 13, 2024."" (pg 4) -- For more information visit http://notice.alaska.gov/214221"
859863,Arkansas PERS,2024-02-12T17:00:00,35,,Institutional Investor,Arkansas PERS (Institutional Investor),Multiple Asset Classes,"Fixed Income & Domestic Equity Analysis -- APERS Strategic Asset Allocation (pg 2) -- Fixed Income Analysis (pg 4): ""The Fixed Income asset class should be restructured. The recommendation is to: Reduce exposure to Core Plus; Add High Yield; Add Private Credit"" -- Domestic Equity Analysis (pg 14): ""The APERS CIO has issues and concerns with the portfolio structure. Recommendations: ""Add Mid Cap Growth investment manager; Reduce Small Cap exposure; Tilt towards Large and Mid Cap Growth; Add Large Cap Value Index for rebalancing flexibility and efficiency"" -- logged as Asset Allocation, Investment Recommendation, Strategic Plan, and Program Review for Equity and Fixed Income"
859862,Arkansas PERS,2024-02-12T17:00:00,35,,Institutional Investor,Arkansas PERS (Institutional Investor),Multiple Asset Classes,"Fixed Income & Domestic Equity Analysis -- APERS Strategic Asset Allocation (pg 2) -- Fixed Income Analysis (pg 4): ""The Fixed Income asset class should be restructured. The recommendation is to: Reduce exposure to Core Plus; Add High Yield; Add Private Credit"" -- Domestic Equity Analysis (pg 14): ""The APERS CIO has issues and concerns with the portfolio structure. Recommendations: ""Add Mid Cap Growth investment manager; Reduce Small Cap exposure; Tilt towards Large and Mid Cap Growth; Add Large Cap Value Index for rebalancing flexibility and efficiency"" -- logged as Asset Allocation, Investment Recommendation, Strategic Plan, and Program Review for Equity and Fixed Income"
859861,Arkansas PERS,2024-02-12T17:00:00,35,,Institutional Investor,Arkansas PERS (Institutional Investor),Multiple Asset Classes,"Fixed Income & Domestic Equity Analysis -- APERS Strategic Asset Allocation (pg 2) -- Fixed Income Analysis (pg 4): ""The Fixed Income asset class should be restructured. The recommendation is to: Reduce exposure to Core Plus; Add High Yield; Add Private Credit"" -- Domestic Equity Analysis (pg 14): ""The APERS CIO has issues and concerns with the portfolio structure. Recommendations: ""Add Mid Cap Growth investment manager; Reduce Small Cap exposure; Tilt towards Large and Mid Cap Growth; Add Large Cap Value Index for rebalancing flexibility and efficiency"" -- logged as Asset Allocation, Investment Recommendation, Strategic Plan, and Program Review for Equity and Fixed Income"
859860,Arkansas PERS,2024-02-12T17:00:00,35,,Institutional Investor,Arkansas PERS (Institutional Investor),Equity: United States,"Fixed Income & Domestic Equity Analysis -- APERS Strategic Asset Allocation (pg 2) -- Fixed Income Analysis (pg 4): ""The Fixed Income asset class should be restructured. The recommendation is to: Reduce exposure to Core Plus; Add High Yield; Add Private Credit"" -- Domestic Equity Analysis (pg 14): ""The APERS CIO has issues and concerns with the portfolio structure. Recommendations: ""Add Mid Cap Growth investment manager; Reduce Small Cap exposure; Tilt towards Large and Mid Cap Growth; Add Large Cap Value Index for rebalancing flexibility and efficiency"" -- logged as Asset Allocation, Investment Recommendation, Strategic Plan, and Program Review for Equity and Fixed Income"
859859,Arkansas PERS,2024-02-12T17:00:00,35,,Institutional Investor,Arkansas PERS (Institutional Investor),Fixed Income: Global,"Fixed Income & Domestic Equity Analysis -- APERS Strategic Asset Allocation (pg 2) -- Fixed Income Analysis (pg 4): ""The Fixed Income asset class should be restructured. The recommendation is to: Reduce exposure to Core Plus; Add High Yield; Add Private Credit"" -- Domestic Equity Analysis (pg 14): ""The APERS CIO has issues and concerns with the portfolio structure. Recommendations: ""Add Mid Cap Growth investment manager; Reduce Small Cap exposure; Tilt towards Large and Mid Cap Growth; Add Large Cap Value Index for rebalancing flexibility and efficiency"" -- logged as Asset Allocation, Investment Recommendation, Strategic Plan, and Program Review for Equity and Fixed Income"
859847,Arkansas PERS,2024-02-12T17:00:00,2,,Institutional Investor,Arkansas PERS (Institutional Investor),Real Assets: Real Estate,Property Review -- Own vs. Lease
859586,New Jersey Police & Fire,2024-02-12T17:00:00,117,,Institutional Investor,New Jersey Police & Fire (Institutional Investor),Equity: Global Emg Mkts,"SEARCH -- RFP -- Passive Index Investment Advisor(s) for MSCI Emerging Markets -- ""On September 18, 2023, BlackRock, BNY Mellon, and Northern Trust were selected by the Board for participation in the pool of pre-qualified firms (“Pool”) eligible to bid on future Request(s) for Proposal(s) (“RFP(s)”) with respect to individual passive index investment-related mandates. The investment advisors selected to participate in the Pool through the RFQ process (“Investment Advisors”) are hereby invited to submit bids for this passive index investment-related mandate RFP"" (pg 2) -- Proposals are due ""February 26, 2024  by 3:00PM prevailing Eastern Time"" -- For additional information visit: https://www.nj.gov/pfrs/"
859585,New Jersey Police & Fire,2024-02-12T17:00:00,118,,Institutional Investor,New Jersey Police & Fire (Institutional Investor),Fixed Income: United States Corporate Core/All Durations,"SEARCH -- RFP -- Passive Index Investment Advisor(s) for Bloomberg US Corporate Credit -- ""On September 18, 2023, BlackRock, BNY Mellon, and Northern Trust were selected by the Board for participation in the pool of pre-qualified firms (“Pool”) eligible to bid on future Request(s) for Proposal(s) (“RFP(s)”) with respect to individual passive index investment-related mandates. The investment advisors selected to participate in the Pool through the RFQ process (“Investment Advisors”) are hereby invited to submit bids for this passive index investment-related mandate RFP"" (pg 2) -- Proposals are due ""February 26, 2024  by 3:00PM prevailing Eastern Time"" -- For additional information visit: https://www.nj.gov/pfrs/"
859584,New Jersey Police & Fire,2024-02-12T17:00:00,117,,Institutional Investor,New Jersey Police & Fire (Institutional Investor),Equity: United States,"SEARCH -- RFP -- Passive Index Investment Advisor(s) for Russell 1000 Replication -- ""On September 18, 2023, BlackRock, BNY Mellon, and Northern Trust were selected by the Board for participation in the pool of pre-qualified firms (“Pool”) eligible to bid on future Request(s) for Proposal(s) (“RFP(s)”) with respect to individual passive index investment-related mandates. The investment advisors selected to participate in the Pool through the RFQ process (“Investment Advisors”) are hereby invited to submit bids for this passive index investment-related mandate RFP"" (pg 2) --  Proposals are due ""February 26, 2024  by 3:00PM prevailing Eastern Time"" -- For additional information visit: https://www.nj.gov/pfrs/"
859583,New Jersey Police & Fire,2024-02-12T17:00:00,117,,Institutional Investor,New Jersey Police & Fire (Institutional Investor),Equity: United States Small Cap,"SEARCH -- RFP -- Passive Index Investment Advisor(s) for Russell 2500 Replication -- ""On September 18, 2023, BlackRock, BNY Mellon, and Northern Trust were selected by the Board for participation in the pool of pre-qualified firms (“Pool”) eligible to bid on future Request(s) for Proposal(s) (“RFP(s)”) with respect to individual passive index investment-related mandates. The investment advisors selected to participate in the Pool through the RFQ process (“Investment Advisors”) are hereby invited to submit bids for this passive index investment-related mandate RFP"" (pg 2) -- Proposals are due ""February 26, 2024  by 3:00PM prevailing Eastern Time"" -- For additional information visit: https://www.nj.gov/pfrs/"
859582,New Jersey Police & Fire,2024-02-12T17:00:00,117,,Institutional Investor,New Jersey Police & Fire (Institutional Investor),Fixed Income: United States Government,"SEARCH -- RFP -- Passive Index Investment Advisor(s) for Bloomberg Treasury Replication -- ""On September 18, 2023, BlackRock, BNY Mellon, and Northern Trust were selected by the Board for participation in the pool of pre-qualified firms (“Pool”) eligible to bid on future Request(s) for Proposal(s) (“RFP(s)”) with respect to individual passive index investment-related mandates. The investment advisors selected to participate in the Pool through the RFQ process (“Investment Advisors”) are hereby invited to submit bids for this passive index investment-related mandate RFP"" (pg 2) -- Proposals are due ""February 26, 2024  by 3:00PM prevailing Eastern Time"" -- For additional information visit: https://www.nj.gov/pfrs/"
859581,New Jersey Police & Fire,2024-02-12T17:00:00,117,,Institutional Investor,New Jersey Police & Fire (Institutional Investor),Equity: EAFE,"SEARCH -- RFP -- Passive Index Investment Advisor(s) for MSCI EAFE + Canada SMALL CAP Replication -- ""On September 18, 2023, BlackRock, BNY Mellon, and Northern Trust were selected by the Board for participation in the pool of pre-qualified firms (“Pool”) eligible to bid on future Request(s) for Proposal(s) (“RFP(s)”) with respect to individual passive index investment-related mandates. The investment advisors selected to participate in the Pool through the RFQ process (“Investment Advisors”) are hereby invited to submit bids for this passive index investment-related mandate RFP"" (pg 2) --Proposals are due ""February 26, 2024  by 3:00PM prevailing Eastern Time"" -- For additional information visit: https://www.nj.gov/pfrs/"
859580,New Jersey Police & Fire,2024-02-12T17:00:00,117,,Institutional Investor,New Jersey Police & Fire (Institutional Investor),Equity: Global Emg Mkts,"SEARCH -- RFP -- Passive Index Investment Advisor(s) for MSCI Emerging Markets SMALL CAP Replication -- ""On September 18, 2023, BlackRock, BNY Mellon, and Northern Trust were selected by the Board for participation in the pool of pre-qualified firms (“Pool”) eligible to bid on future Request(s) for Proposal(s) (“RFP(s)”) with respect to individual passive index investment-related mandates. The investment advisors selected to participate in the Pool through the RFQ process (“Investment Advisors”) are hereby invited to submit bids for this passive index investment-related mandate RFP"" (pg 2) -- Proposals are due ""February 26, 2024  by 3:00PM prevailing Eastern Time"" -- For additional information visit: https://www.nj.gov/pfrs/"
859579,New Jersey Police & Fire,2024-02-12T17:00:00,117,,Institutional Investor,New Jersey Police & Fire (Institutional Investor),Equity: EAFE,"SEARCH -- RFP -- Passive Index Investment Advisor(s) for MSCI EAFE + Canada Replication -- ""On September 18, 2023, BlackRock, BNY Mellon, and Northern Trust were selected by the Board for participation in the pool of pre-qualified firms (“Pool”) eligible to bid on future Request(s) for Proposal(s) (“RFP(s)”) with respect to individual passive index investment-related mandates. The investment advisors selected to participate in the Pool through the RFQ process (“Investment Advisors”) are hereby invited to submit bids for this passive index investment-related mandate RFP"" (pg 2) -- Proposals are due ""February 26, 2024  by 3:00PM prevailing Eastern Time"" -- For additional information visit: https://www.nj.gov/pfrs/"
858732,Ocala General Employees Retirement Plan,2024-02-12T17:00:00,8,Segal Marco Advisors,Consultant,Segal Marco Advisors (Consultant),Multiple Asset Classes,"Investment Manager Roster -- as of December 31, 2023 -- includes Fee Structure"
858730,Ocala General Employees Retirement Plan,2024-02-12T17:00:00,40,Foster & Foster,Actuary,Actuary,Multiple Asset Classes,"Actuarial Valuation -- as of October 1, 2023"
